productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extPower,extJob,extCategory
133561,Opus IV Booster Box,Opus IV Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/133561_200w.jpg,24,1947,https://cpt.tcgcsv.com/fr52,2017-06-09T18:26:40.09,1,None,"Opus IV enhances the play experience and collectability, featuring popular characters from fan favorite titles like DISSIDIA FINAL FANTASY –Arcade- and FINAL FANTASY TACTICS THE WAR OF THE LIONS.

Strengthen your FINAL FANTASY TRADING CARD GAME deck with one of these BOOSTER PACKS! Booster packs include: 
• 12 cards total 
• 1 premium foiled card

36pks per display box.",73.99,75.99,115.0,75.99,,Normal,,,,,,,
133563,Opus IV Booster Pack,Opus IV Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/133563_200w.jpg,24,1947,https://cpt.tcgcsv.com/hr52,2017-11-09T22:26:10.403,1,None,"Booster pack includes: 
• 12 cards total 
• 1 premium foiled card",3.79,5.72,9.99,3.54,,Normal,,,,,,,
152978,Hauyn,Hauyn,https://tcgplayer-cdn.tcgplayer.com/product/152978_200w.jpg,24,1947,https://cpt.tcgcsv.com/Bcf2,2018-03-13T13:47:05.73,1,Hero,"If you control 3 or more <em>Category WOFF Characters</em> other then Hauyn, Hauyn gains +4000 power.
<br>If you control 5 or more <em>Category WOFF Characters</em> other than Hauyn, Hauyn gains +1000 power and<strong> Brave</strong>.",0.44,0.54,2.0,0.44,,Foil,4-001H,Forward,Fire,2,5000,Mysterious Woman,World of Final Fantasy
152978,Hauyn,Hauyn,https://tcgplayer-cdn.tcgplayer.com/product/152978_200w.jpg,24,1947,https://cpt.tcgcsv.com/Bcf2,2018-03-13T13:47:05.73,1,Hero,"If you control 3 or more <em>Category WOFF Characters</em> other then Hauyn, Hauyn gains +4000 power.
<br>If you control 5 or more <em>Category WOFF Characters</em> other than Hauyn, Hauyn gains +1000 power and<strong> Brave</strong>.",0.19,0.5,3.61,0.4,,Normal,4-001H,Forward,Fire,2,5000,Mysterious Woman,World of Final Fantasy
152979,Ifrit EX,Ifrit EX,https://tcgplayer-cdn.tcgplayer.com/product/152979_200w.jpg,24,1947,https://cpt.tcgcsv.com/Ccf2,2017-11-24T19:22:19.42,1,Common,"<strong>EX BURST</strong> Choose 1 Forward. Deal it 4000 damage. If you control 5 or more Fire Characters, deal it 7000 damage instead.",0.03,0.15,0.99,0.08,,Normal,4-003C,Summon,Fire,2,,,DFF
152979,Ifrit EX,Ifrit EX,https://tcgplayer-cdn.tcgplayer.com/product/152979_200w.jpg,24,1947,https://cpt.tcgcsv.com/Ccf2,2017-11-24T19:22:19.42,1,Common,"<strong>EX BURST</strong> Choose 1 Forward. Deal it 4000 damage. If you control 5 or more Fire Characters, deal it 7000 damage instead.",0.25,0.5,1.45,0.24,,Foil,4-003C,Summon,Fire,2,,,DFF
152980,Caius,Caius,https://tcgplayer-cdn.tcgplayer.com/product/152980_200w.jpg,24,1947,https://cpt.tcgcsv.com/Dcf2,2017-11-24T19:22:37.717,1,Legend,"When Caius enters the field, you may search for 1 <em>Card Name Bahamut</em> and add it to your hand.
<br>When Caius attacks, choose 1 Forward. You may discard 1 <em>Card Name Bahamut</em> from your hand. If you do so, deal it 7000 damage.",0.23,0.7,23.8,0.54,,Normal,4-006L,Forward,Fire,6,9000,Guardian of the Seeress,XIII
152980,Caius,Caius,https://tcgplayer-cdn.tcgplayer.com/product/152980_200w.jpg,24,1947,https://cpt.tcgcsv.com/Dcf2,2017-11-24T19:22:37.717,1,Legend,"When Caius enters the field, you may search for 1 <em>Card Name Bahamut</em> and add it to your hand.
<br>When Caius attacks, choose 1 Forward. You may discard 1 <em>Card Name Bahamut</em> from your hand. If you do so, deal it 7000 damage.",0.4,0.79,4.0,0.52,,Foil,4-006L,Forward,Fire,6,9000,Guardian of the Seeress,XIII
152982,Goblin,Goblin,https://tcgplayer-cdn.tcgplayer.com/product/152982_200w.jpg,24,1947,https://cpt.tcgcsv.com/Gcf2,2017-11-24T19:22:59.913,1,Common,Put Goblin into the Break Zone: Choose 1 Forward you control. It gains <strong>Haste</strong> until the end of the turn. Draw 1 card.,14.99,14.99,14.99,5.32,,Foil,4-012C,Monster,Fire,1,,Goblin,Theatrhythm
152982,Goblin,Goblin,https://tcgplayer-cdn.tcgplayer.com/product/152982_200w.jpg,24,1947,https://cpt.tcgcsv.com/Gcf2,2017-11-24T19:22:59.913,1,Common,Put Goblin into the Break Zone: Choose 1 Forward you control. It gains <strong>Haste</strong> until the end of the turn. Draw 1 card.,0.25,0.41,1.0,0.31,,Normal,4-012C,Monster,Fire,1,,Goblin,Theatrhythm
152983,Zack EX,Zack EX,https://tcgplayer-cdn.tcgplayer.com/product/152983_200w.jpg,24,1947,https://cpt.tcgcsv.com/Hcf2,2018-03-13T12:57:59.82,1,Common,"<strong>EX BURST</strong> When Zack enters the field, choose 1 <em>Card Name Cloud</em> or <em>Job SOLDIER</em> in your Break Zone. Add it to your hand.",0.45,0.96,6.0,0.87,,Foil,4-013C,Backup,Fire,3,,SOLDIER,VII;Theatrhythm
152983,Zack EX,Zack EX,https://tcgplayer-cdn.tcgplayer.com/product/152983_200w.jpg,24,1947,https://cpt.tcgcsv.com/Hcf2,2018-03-13T12:57:59.82,1,Common,"<strong>EX BURST</strong> When Zack enters the field, choose 1 <em>Card Name Cloud</em> or <em>Job SOLDIER</em> in your Break Zone. Add it to your hand.",0.03,0.15,0.99,0.07,,Normal,4-013C,Backup,Fire,3,,SOLDIER,VII;Theatrhythm
152984,Bomb,Bomb,https://tcgplayer-cdn.tcgplayer.com/product/152984_200w.jpg,24,1947,https://cpt.tcgcsv.com/Jcf2,2017-11-24T19:23:42.37,1,Rare,"[R]: Until the end of the turn, Bomb also becomes a Forward with 5000 power and ""Put Bomb into the Break Zone: Deal 4000 damage to all Forwards."" You can only use this ability once per turn.",0.25,0.31,1.87,0.31,,Foil,4-018R,Monster,Fire,2,,Bomb,FFT
152984,Bomb,Bomb,https://tcgplayer-cdn.tcgplayer.com/product/152984_200w.jpg,24,1947,https://cpt.tcgcsv.com/Jcf2,2017-11-24T19:23:42.37,1,Rare,"[R]: Until the end of the turn, Bomb also becomes a Forward with 5000 power and ""Put Bomb into the Break Zone: Deal 4000 damage to all Forwards."" You can only use this ability once per turn.",0.02,0.15,0.99,0.12,,Normal,4-018R,Monster,Fire,2,,Bomb,FFT
