productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extPower,extJob,extCategory
176958,Opus VII Booster Box,Opus VII Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/176958_200w.jpg,24,2342,https://cpt.tcgcsv.com/bPq2,2018-09-20T18:05:19.293,1,None,"Opus VII adds new titles to the game, including Final Fantasy Crystal Chronicles: Ring of Fates, Final Fantasy Legends, and Final Fantasy Brave Exvius. There will be popular characters added to the series, and new original art from Final Fantasy veteran artists: Toshiyuki Itahana (Final Fantasy Crystal Chronicles: Ring of Fates ), Akira Oguro (Final Fantasy Legends), Kumiko Koike (Final Fantasy (Various Monsters)), and Toshitaka Matsuda (Final Fantasy).
<br><br>
Strengthen your FINAL FANTASY TRADING CARD GAME deck with one of our BOOSTER PACKS! <br><br><strong>Booster packs include:</strong>
<br>• 12 cards total 
<br>• 1 premium foiled card
<br>• 36 packs per booster box",83.99,100.0,130.0,93.13,,Normal,,,,,,,
176959,Opus VII Booster Pack,Opus VII Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/176959_200w.jpg,24,2342,https://cpt.tcgcsv.com/cPq2,2018-09-20T19:21:46.487,1,None,"Opus VII adds new titles to the game, including Final Fantasy Crystal Chronicles: Ring of Fates, Final Fantasy Legends, and Final Fantasy Brave Exvius. There will be popular characters added to the series, and new original art from Final Fantasy veteran artists: Toshiyuki Itahana (Final Fantasy Crystal Chronicles: Ring of Fates ), Akira Oguro (Final Fantasy Legends), Kumiko Koike (Final Fantasy (Various Monsters)), and Toshitaka Matsuda (Final Fantasy).
<br><br>
Strengthen your FINAL FANTASY TRADING CARD GAME deck with one of our BOOSTER PACKS! <br><br><strong>Booster packs include:</strong>
<br>• 12 cards total 
<br>• 1 premium foiled card",4.0,4.0,5.49,4.34,,Normal,,,,,,,
179088,Auron,Auron,https://tcgplayer-cdn.tcgplayer.com/product/179088_200w.jpg,24,2342,https://cpt.tcgcsv.com/NFr2,2018-10-30T19:56:25.21,1,Hero,"The <em>Category X</em> Forwards you control gain <strong>Brave</strong>.
<br>Dull: Choose 1 blocking Forward. It gains +1000 power until the end of the turn.",1.0,1.49,2.75,1.45,,Foil,7-001H,Forward,Fire,4,8000,Guardian,X
179088,Auron,Auron,https://tcgplayer-cdn.tcgplayer.com/product/179088_200w.jpg,24,2342,https://cpt.tcgcsv.com/NFr2,2018-10-30T19:56:25.21,1,Hero,"The <em>Category X</em> Forwards you control gain <strong>Brave</strong>.
<br>Dull: Choose 1 blocking Forward. It gains +1000 power until the end of the turn.",0.09,0.25,1.36,0.12,,Normal,7-001H,Forward,Fire,4,8000,Guardian,X
179089,Aigis,Aigis,https://tcgplayer-cdn.tcgplayer.com/product/179089_200w.jpg,24,2342,https://cpt.tcgcsv.com/PFr2,2018-10-30T19:55:28.737,1,Rare,"The <em>Job Warrior of Light</em> Forwards other than Aigis you control gain <strong>Brave</strong>.
<br>When Aigis enters the field, you may play 1 Forward of cost 2 from your hand onto the field.",0.15,0.32,1.0,0.23,,Foil,7-002R,Forward,Fire,4,8000,Warrior of Light,FFL
179089,Aigis,Aigis,https://tcgplayer-cdn.tcgplayer.com/product/179089_200w.jpg,24,2342,https://cpt.tcgcsv.com/PFr2,2018-10-30T19:55:28.737,1,Rare,"The <em>Job Warrior of Light</em> Forwards other than Aigis you control gain <strong>Brave</strong>.
<br>When Aigis enters the field, you may play 1 Forward of cost 2 from your hand onto the field.",0.01,0.15,0.99,0.08,,Normal,7-002R,Forward,Fire,4,8000,Warrior of Light,FFL
179090,Red Mage (7-003C),Red Mage 7 003C,https://tcgplayer-cdn.tcgplayer.com/product/179090_200w.jpg,24,2342,https://cpt.tcgcsv.com/QFr2,2018-10-30T20:10:24.283,1,Common,"When Red Mage enters the field, if the cost paid to play Red Mage included Ice CP, your opponent discards 1 card from his/her hand.
<br>Dull: Choose 1 Forward. Deal it 1000 damage.",0.42,0.43,1.0,,,Foil,7-003C,Forward,Fire,2,4000,Standard Unit,V
179090,Red Mage (7-003C),Red Mage 7 003C,https://tcgplayer-cdn.tcgplayer.com/product/179090_200w.jpg,24,2342,https://cpt.tcgcsv.com/QFr2,2018-10-30T20:10:24.283,1,Common,"When Red Mage enters the field, if the cost paid to play Red Mage included Ice CP, your opponent discards 1 card from his/her hand.
<br>Dull: Choose 1 Forward. Deal it 1000 damage.",0.03,0.1,0.79,0.08,,Normal,7-003C,Forward,Fire,2,4000,Standard Unit,V
179091,Fritt,Fritt,https://tcgplayer-cdn.tcgplayer.com/product/179091_200w.jpg,24,2342,https://cpt.tcgcsv.com/RFr2,2018-10-30T20:02:29.353,1,Common,"Fritt is also a Monster in all situations.
<br>When Fritt is put from the field into the Break Zone, you may search for 1 <em>Card name Ifrit</em> and add it to your hand.",0.95,0.95,1.0,0.95,,Foil,7-004C,Forward,Fire,2,4000,Ifrit,World of Final Fantasy
179091,Fritt,Fritt,https://tcgplayer-cdn.tcgplayer.com/product/179091_200w.jpg,24,2342,https://cpt.tcgcsv.com/RFr2,2018-10-30T20:02:29.353,1,Common,"Fritt is also a Monster in all situations.
<br>When Fritt is put from the field into the Break Zone, you may search for 1 <em>Card name Ifrit</em> and add it to your hand.",0.02,0.1,0.99,0.08,,Normal,7-004C,Forward,Fire,2,4000,Ifrit,World of Final Fantasy
