productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,extGTIN,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extCategory,extPower,extJob
560095,Hidden Trials Booster Box,Hidden Trials Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/560095_200w.jpg,24,23568,https://cpt.tcgcsv.com/W2v6,2024-08-02T04:09:28.053,1,None,"<strong>Each Hidden Trials Booster Box contains:</strong>
<br>• 36 packs
<br>• 12 random cards per pack
<br>• 1 Premium card per pack
<br><br><strong>Release Description:</strong>
<br><br><strong>Hidden Trials will elevate the 'Limit Break' mechanic to new heights thanks to custom-themed cards that can turn the tide of battle, revolutionising the deck-building experience for players.</strong>
<br><br><strong>For the collectors, this Opus will include a very rare, Special Card [23-037R] showcasing an original illustration of FINAL FANTASY XIII Lightning by Miki Yamashita. Additionally, three beloved Legacy cards, Lightning [15-041L], Rydia [15-083L], and Refia [19-102L], are included.</strong>
<br><br><strong>Set Configuration:</strong>
<br>• Normal: 130 cards
<br>• Premium: 162 cards <em>(of these, 30 are full art cards, one is a Special Card, and one is a Crystal Card)</em>",662248851648,90.0,100.0,114.77,92.34,,Normal,,,,,,,
560111,Hidden Trials Booster Pack,Hidden Trials Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/560111_200w.jpg,24,23568,https://cpt.tcgcsv.com/f3v6,2024-08-02T04:09:28.053,1,None,"<strong>Each Hidden Trials booster pack contains:</strong>
<br>•12 random cards per pack
<br>•1 Premium card per pack
<br><br><strong>Release Description:</strong>
<br><br><strong>Hidden Trials will elevate the 'Limit Break' mechanic to new heights thanks to custom-themed cards that can turn the tide of battle, revolutionising the deck-building experience for players.</strong>
<br><br><strong>For the collectors, this Opus will include a very rare, Special Card [23-037R] showcasing an original illustration of FINAL FANTASY XIII Lightning by Miki Yamashita. Additionally, three beloved Legacy cards, Lightning [15-041L], Rydia [15-083L], and Refia [19-102L], are included.</strong>
<br><br><strong>Set Configuration:</strong>
<br>• Normal: 130 cards
<br>• Premium: 162 cards <em>(of these, 30 are full art cards, one is a Special Card, and one is a Crystal Card)</em>",662248851631,6.0,6.48,6.95,5.15,,Normal,,,,,,,
560112,Hidden Trials Prerelease Kit,Hidden Trials Prerelease Kit,https://tcgplayer-cdn.tcgplayer.com/product/560112_200w.jpg,24,23568,https://cpt.tcgcsv.com/g3v6,2024-08-02T04:09:28.053,1,None,"<strong>Each Hidden Trials Prerelease Kit contains:</strong>
<br>• 9 Hidden Trials booster packs
<br>• 12 random cards per pack
<br>• 1 premium card per pack
<br>• 1 prerelease promo
<br>• 1 pack of sleeves
<br><br><strong>Release Description:</strong>
<br><br><strong>Hidden Trials will elevate the 'Limit Break' mechanic to new heights thanks to custom-themed cards that can turn the tide of battle, revolutionising the deck-building experience for players.</strong>
<br><br><strong>For the collectors, this Opus will include a very rare, Special Card [23-037R] showcasing an original illustration of FINAL FANTASY XIII Lightning by Miki Yamashita. Additionally, three beloved Legacy cards, Lightning [15-041L], Rydia [15-083L], and Refia [19-102L], are included.</strong>
<br><br><strong>Set Configuration:</strong>
<br>• Normal: 130 cards
<br>• Premium: 162 cards <em>(of these, 30 are full art cards, one is a Special Card, and one is a Crystal Card)</em>",,39.43,50.0,60.99,42.55,,Normal,,,,,,,
560114,Hidden Trials Booster Box Case,Hidden Trials Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/560114_200w.jpg,24,23568,https://cpt.tcgcsv.com/j3v6,2024-08-02T04:09:28.053,1,None,"<strong>Each Hidden Trials Booster Box case contains:</strong>
<br>• 6 booster box displays
<br>• 36 packs per box
<br>• 12 random cards per pack
<br>• 1 Premium card per pack
<br><br><strong>Release Description:</strong>
<br><br><strong>Hidden Trials will elevate the 'Limit Break' mechanic to new heights thanks to custom-themed cards that can turn the tide of battle, revolutionising the deck-building experience for players.</strong>
<br><br><strong>For the collectors, this Opus will include a very rare, Special Card [23-037R] showcasing an original illustration of FINAL FANTASY XIII Lightning by Miki Yamashita. Additionally, three beloved Legacy cards, Lightning [15-041L], Rydia [15-083L], and Refia [19-102L], are included.</strong>
<br><br><strong>Set Configuration:</strong>
<br>• Normal: 130 cards
<br>• Premium: 162 cards <em>(of these, 30 are full art cards, one is a Special Card, and one is a Crystal Card)</em>",662248851655,575.0,674.46,698.93,652.72,,Normal,,,,,,,
561144,Asura (Full Art),Asura Full Art,https://tcgplayer-cdn.tcgplayer.com/product/561144_200w.jpg,24,23568,https://cpt.tcgcsv.com/Vsv6,2024-08-02T04:09:28.053,1,Rare,"<strong>Activate</strong> all the Forwards you control. Until the end of the turn, all the Forwards you control gain ""This Forward cannot be returned to its owner's hannd by your opponent's Summons or abilities."" and ""The power of this Forward cannot be Decreased by your opponent's Summons or abilities.""",,4.13,8.62,15.0,8.7,,Foil,23-039R,Summon,Wind,1,IV,,
561145,Drautos,Drautos,https://tcgplayer-cdn.tcgplayer.com/product/561145_200w.jpg,24,23568,https://cpt.tcgcsv.com/Wsv6,2024-08-02T04:09:28.053,1,Hero,"You can only cast Drautos if your opponent has 2 cards or less in their hand.<br>
<strong>Brave</strong><br>
If Drautos is dealt damage by your opponent's Summons or abilities, the damage becomes 0 instead.",,0.14,0.39,2.0,0.41,,Normal,23-032H,Forward,Ice,2,XV,8000,Kingsglaive
561145,Drautos,Drautos,https://tcgplayer-cdn.tcgplayer.com/product/561145_200w.jpg,24,23568,https://cpt.tcgcsv.com/Wsv6,2024-08-02T04:09:28.053,1,Hero,"You can only cast Drautos if your opponent has 2 cards or less in their hand.<br>
<strong>Brave</strong><br>
If Drautos is dealt damage by your opponent's Summons or abilities, the damage becomes 0 instead.",,0.24,0.91,3.0,0.62,,Foil,23-032H,Forward,Ice,2,XV,8000,Kingsglaive
561146,Lunafreya LB,Lunafreya LB,https://tcgplayer-cdn.tcgplayer.com/product/561146_200w.jpg,24,23568,https://cpt.tcgcsv.com/Xsv6,2024-08-02T04:09:28.053,1,Hero,"<em>Limit Break - 2</em><br>
When Lunafreya enters the field, reveal the top 5 cards of your deck. Add 1 card among them to your hand and return the other cards to the bottom of your deck in any order. If the card added to your hand has an EX Burst, you may trigger its EX Burst effect. (This effect is put on the stack.)",,0.99,1.64,4.99,1.59,,Foil,23-129H,Forward,Water,6,XV,7000,Oracle
561146,Lunafreya LB,Lunafreya LB,https://tcgplayer-cdn.tcgplayer.com/product/561146_200w.jpg,24,23568,https://cpt.tcgcsv.com/Xsv6,2024-08-02T04:09:28.053,1,Hero,"<em>Limit Break - 2</em><br>
When Lunafreya enters the field, reveal the top 5 cards of your deck. Add 1 card among them to your hand and return the other cards to the bottom of your deck in any order. If the card added to your hand has an EX Burst, you may trigger its EX Burst effect. (This effect is put on the stack.)",,0.68,1.08,3.49,0.99,,Normal,23-129H,Forward,Water,6,XV,7000,Oracle
561148,Nyx LB,Nyx LB,https://tcgplayer-cdn.tcgplayer.com/product/561148_200w.jpg,24,23568,https://cpt.tcgcsv.com/-sv6,2024-08-02T04:09:28.053,1,Rare,"<em>Limit Break - 1</em><br>
If a Lightning Character or <em>Category XV</em> Character you controlled has been put from the field into the Break Zone this turn, the cost required to cast Nyx is reduced by 4.",,1.39,1.49,10.0,1.82,,Foil,23-127R,Forward,Lightning,5,XV,9000,Kingsglaive
561148,Nyx LB,Nyx LB,https://tcgplayer-cdn.tcgplayer.com/product/561148_200w.jpg,24,23568,https://cpt.tcgcsv.com/-sv6,2024-08-02T04:09:28.053,1,Rare,"<em>Limit Break - 1</em><br>
If a Lightning Character or <em>Category XV</em> Character you controlled has been put from the field into the Break Zone this turn, the cost required to cast Nyx is reduced by 4.",,0.1,0.22,0.99,0.2,,Normal,23-127R,Forward,Lightning,5,XV,9000,Kingsglaive
561149,Palom (Full Art),Palom Full Art,https://tcgplayer-cdn.tcgplayer.com/product/561149_200w.jpg,24,23568,https://cpt.tcgcsv.com/_sv6,2024-08-02T04:09:28.053,1,Rare,"If you control a <em>Card Name Porom,</em> the cost required to cast Palom is reduced by 2.<br>
The Forwards with 2 or more EXP Counters on them you control gain +2000 power.<br>
When Palom enter the field, choose 1 Forward. Place 2 EXP Counters on it.",,11.99,14.0,30.0,13.87,,Foil,23-018R,Forward,Fire,2,IV,5000,Apprentice Mage
561150,Porom (Full Art),Porom Full Art,https://tcgplayer-cdn.tcgplayer.com/product/561150_200w.jpg,24,23568,https://cpt.tcgcsv.com/0tv6,2024-08-02T04:09:28.053,1,Rare,"If you control a <em>Card Name Palom,</em> the cost required to cast Porom is reduced by 2.<br>
The Forwards with 2 or more EXP Counters on them you control gain ""If this Forward is dealt damage, reduce the damage by 2000 instead.""<br>
When Porom enters the field, choose 1 Forward. Place 2 EXP Counters on it.",,3.98,9.95,24.0,10.7,,Foil,23-110R,Forward,Water,2,IV,5000,Apprentice Mage
561151,Regis,Regis,https://tcgplayer-cdn.tcgplayer.com/product/561151_200w.jpg,24,23568,https://cpt.tcgcsv.com/2tv6,2024-08-02T17:37:21.063,1,Hero,"When Regis enters the field, choose 1 <em>category XV</em> Forward of cost 5 or less in your Break Zone. Play it onto the field.<br>
<em>Damage 5 - </em> When Regis enters the field, choose 1 <em>Category XV</em>Forward of cost 5 or less in your Break Zone. Play it onto the field.",,0.19,0.35,2.0,0.31,,Normal,23-076H,Forward,Light,7,XV,9000,King
561151,Regis,Regis,https://tcgplayer-cdn.tcgplayer.com/product/561151_200w.jpg,24,23568,https://cpt.tcgcsv.com/2tv6,2024-08-02T17:37:21.063,1,Hero,"When Regis enters the field, choose 1 <em>category XV</em> Forward of cost 5 or less in your Break Zone. Play it onto the field.<br>
<em>Damage 5 - </em> When Regis enters the field, choose 1 <em>Category XV</em>Forward of cost 5 or less in your Break Zone. Play it onto the field.",,0.79,1.09,5.0,1.48,,Foil,23-076H,Forward,Light,7,XV,9000,King
561564,Garland,Garland,https://tcgplayer-cdn.tcgplayer.com/product/561564_200w.jpg,24,23568,https://cpt.tcgcsv.com/jFv6,2024-08-02T04:09:28.053,1,Common,"When Garland enters the field, choose 1 Forward opponent controls. You gain control of it until the end of the turn.",,0.14,0.43,5.0,0.41,,Foil,23-001C,Backup,Fire,2,I;Pictlogica,,Knight
