productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,extGTIN,extSKU,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extPower,extJob,extCategory
271565,Two-Player Starter Set: Golbez vs Cecil,Two Player Starter Set Golbez vs Cecil,https://tcgplayer-cdn.tcgplayer.com/product/271565_200w.jpg,24,3058,https://cpt.tcgcsv.com/kFb3,2022-07-15T04:03:08.923,1,None,"This is the latest addition in the TWO-PLAYER STARTER SET line-up, featuring FINAL FANTASY IV. Included in the set are two preconstructed decks: the first is a Fire/Earth deck focusing on Golbez and the minions he manipulates to enact his nefarious plot; and a Lightning/Water deck featuring the paladin Cecil and the allies that stand alongside him in their fight against the forces of evil. So, two players can play right out of the box, each choosing iconic characters from the beloved video game.
<br><br>
Additionally, there will be 15 brand new Starter cards (five different kinds, each with three copies) in each of the decks, for a total of 30 Starter cards across the two decks. Since three copies is a standard playset, players will have as much of these new cards as they need to include in constructed decks! In addition to Golbez and Cecil, these Starter cards feature popular characters to FINAL FANTASY fans, like Kain and Rydia.
<br><br>
Furthermore, one copy of Cecil [17-139S] and Golbez [17-140S] will be a Premium Foil Full Art card.",662248839141,SQE839158,22.73,28.73,30.0,27.21,,Normal,,,,,,,
271566,Two-Player Starter Set Display: Golbez vs Cecil,Two Player Starter Set Display Golbez vs Cecil,https://tcgplayer-cdn.tcgplayer.com/product/271566_200w.jpg,24,3058,https://cpt.tcgcsv.com/lFb3,2022-07-15T04:03:08.923,1,None,"Each display contains 6 Two-Player Starter Sets.
<br>
<br>This is the latest addition in the TWO-PLAYER STARTER SET line-up, featuring FINAL FANTASY IV. Included in the set are two preconstructed decks: the first is a Fire/Earth deck focusing on Golbez and the minions he manipulates to enact his nefarious plot; and a Lightning/Water deck featuring the paladin Cecil and the allies that stand alongside him in their fight against the forces of evil. So, two players can play right out of the box, each choosing iconic characters from the beloved video game.
<br><br>
Additionally, there will be 15 brand new Starter cards (five different kinds, each with three copies) in each of the decks, for a total of 30 Starter cards across the two decks. Since three copies is a standard playset, players will have as much of these new cards as they need to include in constructed decks! In addition to Golbez and Cecil, these Starter cards feature popular characters to FINAL FANTASY fans, like Kain and Rydia.
<br><br>
Furthermore, one copy of Cecil [17-139S] and Golbez [17-140S] will be a Premium Foil Full Art card.",662248839141,SQE839158,184.91,184.91,184.91,,,Normal,,,,,,,
275200,Rebellion's Call Booster Box Case,Rebellions Call Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/275200_200w.jpg,24,3058,https://cpt.tcgcsv.com/06d3,2022-08-12T04:03:07.74,1,None,Each sealed case contains 6 booster boxes of 36 booster packs.,662248839196,SQE839189,425.0,462.5,499.99,400.0,,Normal,,,,,,,
275208,Rebellion's Call Booster Box,Rebellions Call Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/275208_200w.jpg,24,3058,https://cpt.tcgcsv.com/b6d3,2022-08-12T04:03:07.74,1,None,Each sealed booster box contains 36 packs per box.,662248839189,SQE839189,65.0,71.99,104.99,66.88,,Normal,,,,,,,
275214,Rebellion's Call Booster Pack,Rebellions Call Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/275214_200w.jpg,24,3058,https://cpt.tcgcsv.com/j6d3,2022-08-12T04:03:07.74,1,None,Each sealed booster pack contains 12 random cards.,662248839172,SQE839189,2.98,4.35,7.22,4.95,,Normal,,,,,,,
275222,Rebellion's Call Prerelease Kit,Rebellions Call Prerelease Kit,https://tcgplayer-cdn.tcgplayer.com/product/275222_200w.jpg,24,3058,https://cpt.tcgcsv.com/s6d3,2022-08-06T04:03:07.83,1,None,"Each Rebellion's Call Prerelease Kit contains:
<br>• 9 Rebellion's Call booster packs
<br>• 1 Pre-Release Exclusive Promo Card
<br>• 1 Pre-Release Exclusive Sleeve Pack",662248839745,SQE839745,20.6,34.69,47.0,29.71,,Normal,,,,,,,
277665,Maria,Maria,https://tcgplayer-cdn.tcgplayer.com/product/277665_200w.jpg,24,3058,https://cpt.tcgcsv.com/k5f3,2022-08-12T04:03:07.74,1,Legend,"The Forwards of cost 2 or less other than Maria you control gain +2000 power.
<br>When Maria enters the field, choose up to 1 Backup you control. Activate it. It loses all its abilities and also becomes a Forward with 8000 power. (This effect does not end at the end of the turn.)",,,1.5,2.94,14.99,1.92,,Foil,17-128L,Forward,Light,2,5000,Warrior/Rebel,II
277665,Maria,Maria,https://tcgplayer-cdn.tcgplayer.com/product/277665_200w.jpg,24,3058,https://cpt.tcgcsv.com/k5f3,2022-08-12T04:03:07.74,1,Legend,"The Forwards of cost 2 or less other than Maria you control gain +2000 power.
<br>When Maria enters the field, choose up to 1 Backup you control. Activate it. It loses all its abilities and also becomes a Forward with 8000 power. (This effect does not end at the end of the turn.)",,,0.25,0.8,8.99,0.83,,Normal,17-128L,Forward,Light,2,5000,Warrior/Rebel,II
277666,Maria (Full Art),Maria Full Art,https://tcgplayer-cdn.tcgplayer.com/product/277666_200w.jpg,24,3058,https://cpt.tcgcsv.com/l5f3,2022-08-12T04:03:07.74,1,Legend,"The Forwards of cost 2 or less other than Maria you control gain +2000 power.
<br>When Maria enters the field, choose up to 1 Backup you control. Activate it. It loses all its abilities and also becomes a Forward with 8000 power. (This effect does not end at the end of the turn.)",,,9.72,10.0,29.99,8.87,,Foil,17-128L,Forward,Light,2,5000,Warrior/Rebel,II
278331,Hien,Hien,https://tcgplayer-cdn.tcgplayer.com/product/278331_200w.jpg,24,3058,https://cpt.tcgcsv.com/Flf3,2022-08-12T04:03:07.74,1,Legend,"If you control 5 or more Fire Characters and/or <em>Category XIV</em> chatacters, Hien gains Haste.
<br>When Hien attacks, activate all the <em>Category XIV</em> Forwards you control. Until the end of the turn, they gain ""This Forward can attack twice in the same turn."" This effect will trigger once per game.",,,9.0,11.04,12.5,11.07,,Normal,17-016L,Forward,Fire,4,8000,Samurai,XIV
