productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extCardType,extElement,extCost,extPower,extJob,extCategory,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
132375,Auron (Hero),Auron Hero,https://tcgplayer-cdn.tcgplayer.com/product/132375_200w.jpg,24,1939,https://cpt.tcgcsv.com/wZ32,2017-06-05T20:01:28.667,1,Hero,1-001H,"When Auron deals damage to your opponent, you may play 1 Fire Backup from your hand onto the field dull.",Forward,Fire,6,9000,Guardian,X,3.0,3.45,6.52,6.15,,Foil
132375,Auron (Hero),Auron Hero,https://tcgplayer-cdn.tcgplayer.com/product/132375_200w.jpg,24,1939,https://cpt.tcgcsv.com/wZ32,2017-06-05T20:01:28.667,1,Hero,1-001H,"When Auron deals damage to your opponent, you may play 1 Fire Backup from your hand onto the field dull.",Forward,Fire,6,9000,Guardian,X,0.28,0.55,5.0,0.54,,Normal
132376,Auron (Rare),Auron Rare,https://tcgplayer-cdn.tcgplayer.com/product/132376_200w.jpg,24,1939,https://cpt.tcgcsv.com/xZ32,2017-06-05T20:01:41.823,1,Rare,1-002R,The Backups you control cannot be broken by your opponent's Summons or abilities.,Forward,Fire,5,9000,Guardian,X,3.59,3.98,4.62,3.98,,Foil
132376,Auron (Rare),Auron Rare,https://tcgplayer-cdn.tcgplayer.com/product/132376_200w.jpg,24,1939,https://cpt.tcgcsv.com/xZ32,2017-06-05T20:01:41.823,1,Rare,1-002R,The Backups you control cannot be broken by your opponent's Summons or abilities.,Forward,Fire,5,9000,Guardian,X,0.16,0.25,0.99,0.22,,Normal
132377,Red Mage (Arc),Red Mage Arc,https://tcgplayer-cdn.tcgplayer.com/product/132377_200w.jpg,24,1939,https://cpt.tcgcsv.com/zZ32,2017-06-05T20:01:53.87,1,Common,1-003C,[R][1][Dull]: Choose 1 Forward. It cannot block this turn.,Backup,Fire,2,,Standard Unit,III,0.45,1.0,6.0,0.64,,Foil
132377,Red Mage (Arc),Red Mage Arc,https://tcgplayer-cdn.tcgplayer.com/product/132377_200w.jpg,24,1939,https://cpt.tcgcsv.com/zZ32,2017-06-05T20:01:53.87,1,Common,1-003C,[R][1][Dull]: Choose 1 Forward. It cannot block this turn.,Backup,Fire,2,,Standard Unit,III,0.05,0.15,0.99,0.09,,Normal
132378,Ifrit EX,Ifrit EX,https://tcgplayer-cdn.tcgplayer.com/product/132378_200w.jpg,24,1939,https://cpt.tcgcsv.com/BZ32,2017-06-05T20:02:07.593,1,Common,1-004C,<b>EX BURST</b> Choose 1 Forward. Deal it 4000 damage.,Summon,Fire,1,,,FFT,1.75,2.32,3.24,1.99,,Foil
132378,Ifrit EX,Ifrit EX,https://tcgplayer-cdn.tcgplayer.com/product/132378_200w.jpg,24,1939,https://cpt.tcgcsv.com/BZ32,2017-06-05T20:02:07.593,1,Common,1-004C,<b>EX BURST</b> Choose 1 Forward. Deal it 4000 damage.,Summon,Fire,1,,,FFT,0.04,0.19,0.99,0.12,,Normal
132379,Warrior of Light (Fire),Warrior of Light Fire,https://tcgplayer-cdn.tcgplayer.com/product/132379_200w.jpg,24,1939,https://cpt.tcgcsv.com/CZ32,2023-03-22T14:38:45.847,1,Rare,1-005R,"If Warrior of Light deals damage to a Forward of cost 4 or more, double the damage instead.",Forward,Fire,2,5000,Warrior,I;DFF,1.75,1.98,2.99,2.15,,Foil
132379,Warrior of Light (Fire),Warrior of Light Fire,https://tcgplayer-cdn.tcgplayer.com/product/132379_200w.jpg,24,1939,https://cpt.tcgcsv.com/CZ32,2023-03-22T14:38:45.847,1,Rare,1-005R,"If Warrior of Light deals damage to a Forward of cost 4 or more, double the damage instead.",Forward,Fire,2,5000,Warrior,I;DFF,0.13,0.28,1.04,0.19,,Normal
132380,Garland,Garland,https://tcgplayer-cdn.tcgplayer.com/product/132380_200w.jpg,24,1939,https://cpt.tcgcsv.com/DZ32,2023-03-22T14:39:02.06,1,Hero,1-006H,"<b>Brave</b><br>When Garland attacks, Garland gains +4000 power until the end of the turn.",Forward,Fire,5,8000,Knight,I;DFF,0.75,0.8,1.89,0.76,,Foil
132380,Garland,Garland,https://tcgplayer-cdn.tcgplayer.com/product/132380_200w.jpg,24,1939,https://cpt.tcgcsv.com/DZ32,2023-03-22T14:39:02.06,1,Hero,1-006H,"<b>Brave</b><br>When Garland attacks, Garland gains +4000 power until the end of the turn.",Forward,Fire,5,8000,Knight,I;DFF,0.1,0.26,0.55,0.25,,Normal
132381,Gadot,Gadot,https://tcgplayer-cdn.tcgplayer.com/product/132381_200w.jpg,24,1939,https://cpt.tcgcsv.com/FZ32,2017-06-05T19:55:07.337,1,Rare,1-007R,"When Gadot enters the field, you may play 1 Fire Forward of cost 2 or less from your hand onto the field. <br>When Gadot enters the field, all the Forwards you control gain +1000 power until end of the turn.",Forward,Fire,2,4000,NORA,XIII,3.48,4.12,10.0,4.93,,Normal
